,bhk,sqft_living,price,zipcode
4634,4,2260,865000.0,98040
4635,4,3440,2485000.0,98040
4636,4,2150,810000.0,98126
4637,3,1256,316750.0,98125
4638,4,2220,652500.0,98027
4639,6,2850,360000.0,98106
4640,2,700,208000.0,98056
4641,4,3700,898000.0,98077
4642,4,1400,295000.0,98028
4643,4,3130,652500.0,98133
4644,4,2170,560000.0,98029
4645,3,1020,280000.0,98056
4646,3,1760,289950.0,98148
4647,3,1860,397500.0,98055
4648,2,1140,380000.0,98077
4649,3,1670,415900.0,98045
4650,2,1710,475000.0,98115
4651,1,500,125000.0,98106
4652,3,1470,238000.0,98042
4653,4,1370,296000.0,98168
4654,6,3470,475000.0,98028
4655,3,1650,390000.0,98116
4656,3,1180,425000.0,98116
4657,6,3110,725000.0,98103
4658,3,2080,605000.0,98052
4659,3,1600,302000.0,98122
4660,3,2380,886000.0,98199
4661,4,1630,540000.0,98115
4662,4,1910,435000.0,98072
4663,4,3140,409000.0,98146
4664,3,1250,405000.0,98052
4665,3,1990,560200.0,98075
4666,4,2110,324000.0,98058
4667,4,2490,390000.0,98092
4668,2,800,414000.0,98055
4669,3,2360,441500.0,98065
4670,3,1770,375000.0,98106
4671,4,2710,668500.0,98074
4672,5,1940,540000.0,98125
4673,4,3450,1035000.0,98166
4674,4,3440,1345000.0,98116
4675,4,2410,758000.0,98033
4676,4,2290,949880.0,98004
4677,3,1030,570000.0,98116
4678,4,2290,736000.0,98006
4679,3,1490,670000.0,98122
4680,4,2370,1130000.0,98105
4681,4,1930,650000.0,98122
4682,2,1600,690000.0,98112
4683,4,2240,610000.0,98053
4684,2,770,413500.0,98117
4685,3,2300,765000.0,98075
4686,4,3400,828200.0,98006
4687,2,900,205000.0,98055
4688,3,1450,465000.0,98133
4689,4,2240,556000.0,98133
4690,4,1780,540000.0,98029
4691,4,2320,423000.0,98059
4692,3,1590,375000.0,98007
4693,3,990,173250.0,98168
4694,3,2605,599900.0,98019
4695,5,2870,646000.0,98107
4696,5,5180,1075000.0,98065
4697,4,2180,558000.0,98122
4698,2,850,354000.0,98126
4699,4,4050,1195000.0,98040
4700,4,2250,670000.0,98122
4701,6,3100,1125000.0,98112
4702,2,1747,267500.0,98001
4703,4,2410,299800.0,98092
4704,4,2070,430000.0,98008
4705,5,1860,775000.0,98103
4706,3,950,333000.0,98126
4707,3,1060,336000.0,98125
4708,2,880,323000.0,98199
4709,4,2550,575000.0,98027
4710,2,1550,328000.0,98106
4711,3,1590,572500.0,98117
4712,3,1650,600000.0,98115
4713,4,2430,412000.0,98038
4714,3,1810,827500.0,98033
4715,4,2890,300000.0,98023
4716,3,1280,415000.0,98118
4717,7,3410,750000.0,98102
4718,3,2220,800000.0,98122
4719,3,1060,420000.0,98118
4720,3,1120,266000.0,98056
4721,4,2680,499000.0,98019
4722,4,1770,440000.0,98116
4723,3,2950,495000.0,98166
4724,2,1260,630000.0,98103
4725,3,1430,424000.0,98034
4726,4,2730,760000.0,98052
4727,4,3270,650000.0,98074
4728,4,1720,248500.0,98042
4729,3,1270,379600.0,98056
4730,4,3260,538000.0,98125
4731,4,2050,530000.0,98029
4732,4,2050,545000.0,98008
4733,4,3580,925000.0,98072
4734,4,1960,565000.0,98072
4735,2,840,405100.0,98199
4736,3,1300,502000.0,98008
4737,3,1260,425000.0,98029
4738,3,1650,233500.0,98031
4739,3,1710,287000.0,98030
4740,3,1180,190000.0,98002
4741,3,2780,666000.0,98053
4742,2,950,330000.0,98118
4743,5,3620,1490000.0,98040
4744,3,2140,393000.0,98038
4745,4,1920,353000.0,98178
4746,2,750,260000.0,98108
4747,3,2060,680000.0,98005
4748,3,2380,921000.0,98004
4749,2,750,319000.0,98125
4750,3,1160,280000.0,98074
4751,3,1050,220000.0,98146
4752,3,1740,219000.0,98042
4753,4,2050,528000.0,98074
4754,3,1980,405000.0,98133
4755,3,1690,372977.0,98029
4756,4,2320,934550.0,98144
4757,3,2480,1465000.0,98177
4758,4,2290,975000.0,98199
4759,5,3180,800866.0,98033
4760,7,3470,950000.0,98007
4761,4,1540,624000.0,98107
4762,5,2800,1850000.0,98075
4763,3,1050,310000.0,98028
4764,3,1480,315000.0,98055
4765,3,1010,675000.0,98033
4766,3,1660,490000.0,98005
4767,5,2760,600000.0,98126
4768,2,1040,154000.0,98014
4769,4,2220,480000.0,98166
4770,3,1270,196900.0,98198
4771,3,2960,735000.0,98011
4772,3,1330,205500.0,98003
4773,2,1210,357186.0,98029
4774,4,2120,275000.0,98030
4775,3,2090,248500.0,98002
4776,3,2680,350000.0,98092
4777,4,1790,390000.0,98045
4778,3,1950,390000.0,98028
4779,5,3740,660000.0,98074
4780,3,1140,310000.0,98155
4781,3,2480,717000.0,98052
4782,5,2580,260000.0,98198
4783,3,2290,745000.0,98103
4784,4,2320,470000.0,98072
4785,3,2530,429000.0,98031
4786,4,1400,220000.0,98155
4787,3,2060,497000.0,98119
4788,3,1640,716100.0,98103
4789,4,1960,371000.0,98027
4790,5,3000,379000.0,98027
4791,3,1320,937500.0,98039
4792,4,1760,720000.0,98103
4793,3,2130,616000.0,98136
4794,3,1390,259000.0,98030
4795,3,1400,538000.0,98117
4796,3,3230,605000.0,98034
4797,3,1110,369950.0,98034
4798,3,1670,310000.0,98038
4799,3,1540,227500.0,98198
4800,4,2090,274000.0,98023
4801,3,1410,410000.0,98034
4802,3,1370,354800.0,98042
4803,4,1910,650000.0,98199
4804,3,1678,353000.0,98030
4805,3,960,224975.0,98038
4806,2,2080,600000.0,98155
4807,3,1790,437500.0,98034
4808,3,2540,567000.0,98034
4809,5,1790,225000.0,98198
4810,2,940,255000.0,98118
4811,5,6810,2479000.0,98102
4812,2,900,370000.0,98117
4813,4,1900,675000.0,98033
4814,3,1440,285000.0,98108
4815,3,2070,310000.0,98058
4816,4,2240,475000.0,98034
4817,4,3320,410000.0,98042
4818,4,1950,895000.0,98109
4819,3,1240,375000.0,98125
4820,4,1830,349000.0,98038
4821,3,1740,650500.0,98122
4822,3,1410,760000.0,98004
4823,4,2050,480000.0,98116
4824,4,3220,689000.0,98075
4825,3,1960,415000.0,98108
4826,3,1070,195000.0,98002
4827,5,2820,318000.0,98168
4828,4,4060,404000.0,98092
4829,2,800,339950.0,98118
4830,3,1260,215000.0,98022
4831,3,2420,339900.0,98092
4832,1,810,285000.0,98033
4833,3,1600,550000.0,98107
4834,4,1350,430000.0,98103
4835,3,970,219000.0,98003
4836,2,1780,555000.0,98117
4837,3,1350,233000.0,98038
4838,3,1840,248000.0,98003
4839,5,2550,454000.0,98166
4840,4,1700,950000.0,98112
4841,3,2430,359000.0,98055
4842,5,2740,407500.0,98155
4843,3,1560,224000.0,98001
4844,2,1040,210000.0,98146
4845,4,1820,261000.0,98042
4846,3,1833,719000.0,98115
4847,3,2160,440000.0,98126
4848,3,2100,525000.0,98045
4849,3,1370,375000.0,98034
4850,2,1414,428000.0,98006
4851,5,4115,988830.0,98053
4852,3,1550,199950.0,98002
4853,4,2100,840000.0,98112
4854,3,1160,285000.0,98022
4855,5,3597,330000.0,98001
4856,3,1230,147500.0,98198
4857,4,2190,320000.0,98032
4858,3,1040,382500.0,98027
4859,5,4690,2048000.0,98112
4860,4,2270,596000.0,98006
4861,4,1950,220000.0,98023
4862,3,1880,325000.0,98031
4863,4,2850,679950.0,98075
4864,2,1160,175000.0,98125
4865,3,1370,268000.0,98023
4866,4,3260,715000.0,98053
4867,7,3170,600000.0,98027
4868,0,390,228000.0,98118
4869,5,3450,950000.0,98052
4870,2,1490,475000.0,98092
4871,3,1460,700000.0,98075
4872,3,1300,275000.0,98024
4873,3,1300,369500.0,98024
4874,4,1540,215000.0,98032
4875,4,2130,593450.0,98008
4876,2,1350,498800.0,98053
4877,5,2450,849000.0,98115
4878,4,1940,1151250.0,98112
4879,5,2890,825000.0,98029
4880,3,1680,265000.0,98058
4881,4,1960,285000.0,98023
4882,3,1590,240000.0,98038
4883,4,1390,261000.0,98003
4884,4,2440,330000.0,98032
4885,4,1850,250000.0,98032
4886,4,2800,350000.0,98003
4887,3,3780,930000.0,98072
4888,3,1910,275000.0,98030
4889,4,2460,325000.0,98106
4890,1,810,255000.0,98106
4891,3,1900,562200.0,98117
4892,2,3490,952000.0,98006
4893,3,2200,365000.0,98058
4894,3,1190,332900.0,98077
4895,3,2040,721000.0,98052
4896,4,2400,487275.0,98065
4897,3,1670,310000.0,98055
4898,2,990,245000.0,98118
4899,3,2920,325000.0,98055
4900,3,1840,550000.0,98075
4901,2,910,350000.0,98118
4902,5,2950,599000.0,98058
4903,3,1240,259950.0,98166
4904,4,1980,240000.0,98038
4905,3,1200,186000.0,98042
4906,3,1280,395000.0,98074
4907,4,3150,475000.0,98058
4908,5,3500,815000.0,98075
4909,3,1680,572000.0,98040
4910,3,1360,419500.0,98052
4911,3,2110,298700.0,98023
4912,2,2034,549000.0,98070
4913,3,1900,278000.0,98168
4914,4,2380,455000.0,98118
4915,5,4050,925000.0,98166
4916,2,1120,465000.0,98103
4917,4,2850,620000.0,98029
4918,4,2360,499900.0,98155
4919,5,2540,620000.0,98006
4920,3,1160,450000.0,98115
4921,4,2710,690000.0,98029
4922,5,3120,1895000.0,98004
4923,5,3120,1940000.0,98004
4924,3,1870,832500.0,98040
4925,3,1010,245000.0,98188
4926,3,2980,820000.0,98077
4927,4,2420,369000.0,98038
4928,4,3830,1050000.0,98053
4929,3,3040,653000.0,98118
4930,2,1460,220650.0,98045
4931,5,1940,300000.0,98168
4932,4,3780,970000.0,98029
4933,4,1950,360000.0,98058
4934,3,2450,672500.0,98074
4935,4,1730,268000.0,98056
4936,4,1690,440000.0,98126
4937,3,2550,1400000.0,98144
4938,4,2290,590000.0,98074
4939,4,2710,359000.0,98001
4940,4,1880,266500.0,98023
4941,4,2930,635000.0,98056
4942,3,3110,559000.0,98092
4943,4,3480,895000.0,98053
4944,2,1110,625000.0,98072
4945,4,2440,650000.0,98007
4946,4,2280,312500.0,98055
4947,3,900,225000.0,98168
4948,4,1980,425000.0,98052
4949,3,3360,329999.0,98022
4950,5,2340,572000.0,98052
4951,4,3110,386500.0,98042
4952,2,980,452000.0,98107
4953,4,1480,278000.0,98122
4954,3,1800,474900.0,98072
4955,2,2130,450000.0,98199
4956,2,1270,611000.0,98115
4957,2,1150,214100.0,98001
4958,3,1840,317000.0,98038
4959,4,3180,1000000.0,98177
4960,5,1510,1000000.0,98105
4961,4,3070,525000.0,98059
4962,3,1800,436000.0,98034
4963,3,1540,450000.0,98074
4964,3,2330,588500.0,98074
4965,4,1400,340000.0,98166
4966,4,2846,482000.0,98001
4967,4,5830,1575000.0,98024
4968,3,3380,749000.0,98008
4969,3,1440,330000.0,98058
4970,3,1740,568000.0,98116
4971,3,1470,239000.0,98022
4972,3,2810,528000.0,98011
4973,4,2090,385000.0,98106
4974,4,4110,825000.0,98028
4975,5,3230,815000.0,98136
4976,4,2601,625000.0,98072
4977,3,2070,690000.0,98136
4978,3,1660,210000.0,98106
4979,4,1590,599000.0,98103
4980,3,1860,860000.0,98199
4981,3,1420,147200.0,98188
4982,3,1240,476900.0,98116
4983,4,2500,450000.0,98027
4984,4,2640,570000.0,98019
4985,3,1440,567500.0,98115
4986,5,3030,790000.0,98008
4987,3,1820,875000.0,98004
4988,3,2220,490000.0,98027
4989,3,2430,335000.0,98059
4990,3,1670,550000.0,98006
4991,3,1180,385000.0,98074
4992,3,1620,395000.0,98011
4993,2,1030,650000.0,98116
4994,4,2900,637000.0,98028
4995,3,3420,692500.0,98028
4996,3,1710,322400.0,98059
4997,3,1580,233500.0,98002
4998,3,1230,400000.0,98074
4999,5,2200,547000.0,98103
5000,5,2570,519000.0,98166
5001,4,3320,1025000.0,98040
5002,3,1090,365000.0,98106
5003,5,2970,699000.0,98072
5004,3,1970,525000.0,98052
5005,4,3220,430000.0,98031
5006,3,1600,325000.0,98034
5007,2,670,279000.0,98126
5008,4,2360,805000.0,98115
5009,3,2150,419950.0,98125
5010,2,620,425000.0,98117
5011,4,1730,446000.0,98125
5012,5,2500,455000.0,98034
5013,3,990,226550.0,98106
5014,3,1420,764000.0,98103
5015,3,2170,439950.0,98042
5016,4,1880,453000.0,98103
5017,3,1300,219950.0,98003
5018,3,2360,702500.0,98103
5019,3,1780,285000.0,98003
5020,2,2160,798750.0,98103
5021,2,950,320000.0,98126
5022,3,1680,425000.0,98027
5023,4,2290,540000.0,98072
5024,4,4140,1060000.0,98075
5025,4,3920,1165000.0,98103
5026,3,1500,576000.0,98005
5027,3,1720,525000.0,98052
5028,4,2641,324950.0,98031
5029,3,4930,600000.0,98072
5030,3,2460,464000.0,98056
5031,4,1995,266000.0,98023
5032,3,3010,775000.0,98053
5033,3,1270,415000.0,98126
5034,4,3080,550000.0,98058
5035,3,1670,235000.0,98022
5036,3,1470,280000.0,98198
5037,3,1730,459000.0,98034
5038,3,1070,195000.0,98023
5039,3,1660,235000.0,98002
5040,4,2410,711800.0,98006
5041,3,1040,440000.0,98107
5042,2,970,515000.0,98103
5043,5,2910,1200000.0,98105
5044,3,2340,560000.0,98006
5045,3,1880,340000.0,98001
5046,2,1110,600000.0,98102
5047,4,2790,764000.0,98074
5048,4,1590,337000.0,98019
5049,6,5700,1385000.0,98006
5050,4,1200,249000.0,98126
5051,3,3200,350000.0,98042
5052,3,1510,269950.0,98038
5053,3,1880,735000.0,98075
5054,4,3070,1295000.0,98105
5055,4,2110,475000.0,98034
5056,3,2350,339000.0,98023
5057,4,3270,600000.0,98155
5058,4,2220,397500.0,98106
5059,4,5990,1525000.0,98053
5060,3,1760,460000.0,98052
5061,4,2200,370000.0,98133
5062,4,1550,250000.0,98106
5063,4,5070,1100000.0,98053
5064,2,1040,430000.0,98122
5065,3,2560,1085000.0,98112
5066,3,1850,670000.0,98177
5067,3,2090,461550.0,98118
5068,3,2010,479990.0,98029
5069,4,2518,643000.0,98075
5070,3,2810,607000.0,98052
5071,3,2600,625000.0,98074
5072,3,2060,731100.0,98136
5073,3,2920,859000.0,98042
5074,4,2130,435000.0,98058
5075,3,2290,465000.0,98001
5076,3,1230,740000.0,98115
5077,3,2020,740000.0,98040
5078,3,1430,250000.0,98030
5079,2,2270,656000.0,98052
5080,4,1910,300000.0,98031
5081,3,1780,643000.0,98077
5082,4,2690,311000.0,98042
5083,3,1330,360000.0,98034
5084,4,3060,475000.0,98133
5085,3,1760,469950.0,98125
5086,3,1570,240000.0,98148
5087,2,960,232000.0,98168
5088,3,1680,350000.0,98092
5089,2,1440,803000.0,98034
5090,3,1960,355000.0,98058
5091,4,1790,475000.0,98103
5092,3,2560,823000.0,98006
5093,2,1010,395000.0,98103
5094,4,2560,499000.0,98133
5095,2,1200,420000.0,98122
5096,3,3910,961500.0,98008
5097,4,2260,833000.0,98005
5098,3,2110,479000.0,98072
5099,4,3340,1150000.0,98033
5100,3,1400,267000.0,98125
5101,4,1760,555000.0,98075
5102,3,2010,490000.0,98029
5103,4,2300,619000.0,98117
5104,5,2510,569950.0,98155
5105,3,1340,549000.0,98103
5106,3,1560,422500.0,98052
5107,4,3350,400000.0,98198
5108,4,3710,692500.0,98065
5109,4,2430,310000.0,98042
5110,3,2430,499900.0,98178
5111,3,2100,492000.0,98074
5112,2,1880,460000.0,98024
5113,3,1630,800000.0,98119
5114,4,1640,832600.0,98103
5115,4,2310,470000.0,98011
5116,2,1930,542000.0,98053
5117,4,4750,1309500.0,98118
5118,4,2300,308130.0,98198
5119,2,1050,310000.0,98029
5120,2,1500,235000.0,98146
5121,3,1150,215000.0,98058
5122,4,1920,210000.0,98023
5123,4,3660,730000.0,98053
5124,3,1720,245000.0,98092
5125,3,2100,540000.0,98166
5126,4,2400,299000.0,98001
5127,3,2540,510000.0,98074
5128,4,2080,198000.0,98001
5129,5,3400,950000.0,98007
5130,4,2200,300000.0,98092
5131,5,2140,528000.0,98033
5132,5,3850,507000.0,98092
5133,4,4270,770000.0,98065
5134,3,1340,255000.0,98031
5135,1,1100,220000.0,98198
5136,5,2870,690700.0,98059
5137,2,1320,447000.0,98177
5138,6,2150,755000.0,98119
5139,4,2470,700000.0,98199
5140,4,1910,250000.0,98030
5141,3,2130,320000.0,98038
5142,4,2240,565000.0,98059
5143,5,1800,754300.0,98107
5144,3,2160,650000.0,98177
5145,4,3140,529888.0,98059
5146,3,1920,432000.0,98028
5147,3,1050,235000.0,98022
5148,4,3695,994900.0,98053
5149,4,3910,489000.0,98038
5150,4,3010,800000.0,98052
5151,4,1370,370000.0,98034
5152,4,2080,436000.0,98034
5153,3,2250,395000.0,98059
5154,5,2120,377691.0,98133
5155,5,2220,370000.0,98118
5156,3,1440,515000.0,98029
5157,3,910,169000.0,98001
5158,3,1270,475000.0,98117
5159,3,2480,420000.0,98031
5160,6,2630,1297000.0,98103
5161,3,2410,822000.0,98006
5162,4,2930,1500000.0,98004
5163,3,1570,485000.0,98074
5164,4,1900,270000.0,98055
5165,6,2590,300000.0,98055
5166,4,3810,878000.0,98074
5167,3,2290,590000.0,98006
5168,1,1220,611900.0,98033
5169,3,1100,240000.0,98092
5170,4,2810,395000.0,98092
5171,3,890,169000.0,98178
5172,3,1280,200500.0,98031
5173,3,2320,308000.0,98003
5174,3,1720,290256.0,98023
5175,3,1530,279950.0,98058
5176,3,1580,195000.0,98022
5177,3,1360,630000.0,98010
5178,4,2680,1160000.0,98039
5179,3,1640,478000.0,98029
5180,3,2520,835000.0,98126
5181,3,1400,639000.0,98034
5182,4,2300,623000.0,98074
5183,3,1900,220000.0,98178
5184,3,2000,526000.0,98006
5185,2,900,243500.0,98118
5186,4,2980,750000.0,98006
5187,4,1850,329000.0,98059
5188,4,1570,525000.0,98102
5189,2,670,190000.0,98118
5190,4,2660,772650.0,98005
5191,3,2110,355000.0,98042
5192,3,1970,650000.0,98075
5193,3,1210,678500.0,98103
5194,4,2670,669950.0,98074
5195,3,3000,850000.0,98077
5196,3,2200,572000.0,98074
5197,3,1540,492450.0,98074
5198,3,2080,813000.0,98005
5199,3,1780,710000.0,98040
5200,3,1960,792500.0,98119
5201,5,1690,285900.0,98032
5202,3,2080,389000.0,98070
5203,3,2070,675000.0,98136
5204,2,760,352000.0,98059
5205,4,4020,1050000.0,98059
5206,4,3620,768500.0,98005
5207,4,2330,500000.0,98125
5208,3,1460,685000.0,98040
5209,4,2250,648475.0,98109
5210,6,2850,655000.0,98033
5211,4,2640,895000.0,98115
5212,3,1310,195000.0,98001
5213,4,2720,368000.0,98023
5214,4,3430,997000.0,98059
5215,3,1990,335000.0,98072
5216,3,1170,250000.0,98001
5217,3,1390,278500.0,98022
5218,4,1540,260000.0,98001
5219,2,760,162500.0,98118
5220,4,1280,239000.0,98168
5221,4,2990,600000.0,98075
5222,4,1770,350000.0,98031
5223,5,3830,852500.0,98075
5224,3,2870,485000.0,98055
5225,3,1520,299000.0,98133
5226,2,660,227450.0,98056
5227,3,1800,383000.0,98126
5228,2,3570,835000.0,98024
5229,5,3050,760000.0,98112
5230,2,820,532500.0,98103
5231,3,3610,635000.0,98053
5232,3,1490,438500.0,98144
5233,3,1560,545500.0,98108
5234,3,1660,675000.0,98033
5235,3,1180,450000.0,98117
5236,3,960,199999.0,98010
5237,3,1630,375000.0,98034
5238,4,2260,600000.0,98072
5239,3,1520,292600.0,98056
5240,5,3050,1038000.0,98040
5241,3,1000,610000.0,98105
5242,4,2650,397450.0,98042
5243,3,1750,382000.0,98155
5244,3,1770,370000.0,98177
5245,3,1770,520000.0,98177
5246,2,770,260000.0,98155
5247,4,3370,890000.0,98177
5248,5,2130,344000.0,98155
5249,3,1050,205000.0,98031
5250,5,2803,379000.0,98003
5251,3,2080,424240.0,98052
5252,3,2080,589950.0,98052
5253,4,2120,582000.0,98117
5254,3,2550,349000.0,98023
5255,3,1290,658000.0,98033
5256,5,1790,294000.0,98106
5257,5,2720,690000.0,98115
5258,3,1040,600000.0,98107
5259,3,840,199990.0,98042
5260,3,1650,220000.0,98188
5261,4,2080,440000.0,98034
5262,4,1540,439990.0,98029
5263,4,3880,815000.0,98075
5264,4,1860,535000.0,98029
5265,3,1280,215000.0,98003
5266,3,3200,605000.0,98027
5267,3,2200,349900.0,98058
5268,3,1570,495000.0,98115
5269,3,2074,515100.0,98034
5270,4,2450,620000.0,98053
5271,4,2520,657500.0,98074
5272,5,2190,250000.0,98055
5273,5,2190,385000.0,98055
5274,3,2320,307000.0,98019
5275,3,1370,288000.0,98042
5276,3,1730,226450.0,98032
5277,3,1640,390000.0,98125
5278,3,1300,350000.0,98045
5279,3,1560,368000.0,98125
5280,2,1120,469000.0,98105
5281,3,2670,865000.0,98072
5282,5,3810,515000.0,98058
5283,3,1440,410000.0,98034
5284,4,1200,210000.0,98042
5285,3,1520,460000.0,98034
5286,4,2500,241500.0,98023
5287,4,2010,322200.0,98042
5288,4,1210,279000.0,98178
5289,2,1100,303000.0,98070
5290,3,1050,420000.0,98199
5291,3,2120,249000.0,98188
5292,3,1240,294950.0,98125
5293,4,3460,1315000.0,98103
5294,3,1270,335000.0,98117
5295,4,2980,1155000.0,98199
5296,2,1250,520000.0,98117
5297,4,1740,560000.0,98007
5298,4,1730,243400.0,98032
5299,3,1240,405000.0,98053
5300,2,1670,495000.0,98033
5301,4,2140,350000.0,98038
5302,5,2530,368500.0,98188
5303,2,960,99000.0,98058
5304,4,4130,1070000.0,98059
5305,4,1710,430000.0,98155
5306,3,1490,412500.0,98052
5307,4,4750,1122500.0,98052
5308,4,3400,915000.0,98052
5309,3,2210,535000.0,98052
5310,3,1650,390000.0,98133
5311,3,1260,499000.0,98107
5312,3,1960,375000.0,98177
5313,4,1800,349000.0,98055
5314,3,1940,635000.0,98004
5315,4,2820,682000.0,98075
5316,4,2820,321027.0,98023
5317,2,720,150000.0,98002
5318,3,1640,410000.0,98034
5319,3,1560,449950.0,98115
5320,6,1560,194990.0,98118
5321,4,1910,475000.0,98028
5322,5,1570,530000.0,98105
5323,4,2038,319950.0,98092
5324,3,1720,210000.0,98023
5325,3,1670,485000.0,98107
5326,4,2830,774000.0,98075
5327,4,1690,478000.0,98008
5328,4,1620,385000.0,98146
5329,4,2360,595000.0,98077
5330,3,1480,285000.0,98028
5331,4,2700,723000.0,98029
5332,3,1780,279000.0,98198
5333,3,1430,195000.0,98058
5334,2,2160,625000.0,98119
5335,3,1800,270000.0,98011
5336,2,1930,559000.0,98053
5337,4,1960,474000.0,98072
5338,4,1920,303500.0,98038
5339,3,1470,350000.0,98155
5340,5,2980,367500.0,98155
5341,5,2980,595000.0,98155
5342,3,2360,589000.0,98024
5343,3,1790,585000.0,98077
5344,3,2130,482975.0,98155
5345,4,2030,365500.0,98058
5346,4,1790,570000.0,98008
5347,3,2260,335000.0,98092
5348,4,2350,767500.0,98103
5349,3,1690,386591.0,98029
5350,3,1320,279000.0,98108
5351,4,2690,620000.0,98014
5352,4,2810,407000.0,98198
5353,3,2280,364250.0,98038
5354,4,2870,399000.0,98058
5355,3,3030,766950.0,98077
5356,4,2940,710000.0,98029
5357,3,1190,320000.0,98118
5358,3,1800,300000.0,98108
5359,3,1580,263000.0,98038
5360,3,1730,445000.0,98029
5361,3,1910,554000.0,98008
5362,2,1000,335000.0,98117
5363,4,2520,307000.0,98031
5364,3,1420,404000.0,98125
5365,4,3080,775000.0,98075
5366,3,1060,220000.0,98022
5367,4,2160,518000.0,98028
5368,4,4060,1600000.0,98033
5369,1,1940,315000.0,98133
5370,4,2250,572650.0,98034
5371,2,1620,350000.0,98034
5372,2,920,285000.0,98108
5373,3,1370,231000.0,98032
5374,3,920,179000.0,98042
5375,3,1360,244000.0,98030
5376,3,1630,185850.0,98188
5377,6,3610,610000.0,98011
5378,4,3010,419000.0,98038
5379,3,2320,779000.0,98199
5380,5,3290,695000.0,98052
5381,3,2040,319900.0,98092
5382,3,1920,329000.0,98023
5383,3,2120,475226.0,98011
5384,3,2170,638000.0,98029
5385,2,1330,440000.0,98074
5386,3,1580,214000.0,98146
5387,3,3580,600000.0,98023
5388,4,2580,935000.0,98102
5389,4,1930,630000.0,98125
5390,3,2120,575000.0,98053
5391,3,1990,345000.0,98010
5392,4,1310,323000.0,98011
5393,3,2670,425000.0,98042
5394,2,1910,411000.0,98038
5395,4,1530,299800.0,98014
5396,6,2920,823000.0,98122
5397,3,1010,200000.0,98155
5398,4,2450,760000.0,98006
5399,4,1820,359950.0,98019
5400,4,2090,375000.0,98056
5401,2,2200,295000.0,98027
5402,4,2250,250000.0,98198
5403,3,1450,497000.0,98115
5404,4,2280,520000.0,98028
5405,4,2720,365000.0,98055
5406,3,2250,459900.0,98034
5407,3,1090,158000.0,98118
5408,3,1970,294700.0,98003
5409,4,2780,439950.0,98059
5410,4,2290,899000.0,98008
5411,3,2330,535000.0,98072
5412,4,4060,530000.0,98188
5413,4,1470,215000.0,98032
5414,2,1620,290000.0,98125
5415,5,3220,798000.0,98052
5416,4,3270,785000.0,98027
5417,3,2160,433000.0,98028
5418,2,1150,425000.0,98118
5419,4,2240,654000.0,98115
5420,3,1280,215000.0,98002
5421,3,840,232000.0,98042
5422,3,1680,675000.0,98005
5423,5,2330,665000.0,98052
5424,4,3030,835000.0,98053
5425,6,2880,525000.0,98144
5426,3,2910,780000.0,98125
5427,4,3090,844000.0,98053
5428,4,2720,680000.0,98072
5429,3,1310,290000.0,98034
5430,2,1790,560000.0,98117
5431,3,2830,605500.0,98072
5432,4,3150,762500.0,98052
5433,5,3930,1740000.0,98033
5434,6,2840,665000.0,98118
5435,5,2480,540000.0,98122
5436,3,1930,375000.0,98155
5437,3,1260,342000.0,98125
5438,3,670,340000.0,98024
5439,5,3930,1250000.0,98040
5440,4,3160,693000.0,98075
5441,4,1770,638500.0,98166
5442,5,2240,805000.0,98027
5443,3,990,250000.0,98198
5444,3,1580,325000.0,98038
5445,4,1560,270000.0,98108
5446,6,2640,880000.0,98126
5447,2,2120,300000.0,98103
5448,2,1200,290000.0,98155
5449,4,5040,2850000.0,98006
5450,3,1460,259950.0,98056
5451,4,4890,1780000.0,98059
5452,3,1580,299950.0,98056
5453,3,2100,483000.0,98077
5454,3,2060,890000.0,98033
5455,3,1690,719000.0,98116
5456,4,3370,785000.0,98058
5457,3,2330,660000.0,98029
5458,4,1820,264000.0,98031
5459,3,1890,575000.0,98006
5460,4,3820,1215000.0,98072
5461,3,2770,475000.0,98022
5462,4,3020,845800.0,98033
5463,3,1170,352500.0,98155
5464,3,1270,347000.0,98011
5465,4,1950,560000.0,98029
5466,4,2230,323000.0,98092
5467,3,2220,595000.0,98166
5468,4,2060,257500.0,98002
5469,3,1100,450000.0,98116
5470,4,1140,410000.0,98072
5471,3,1980,810000.0,98008
5472,5,2480,372500.0,98178
5473,3,1050,325000.0,98155
5474,3,1260,280000.0,98133
5475,3,1680,258000.0,98198
5476,4,1360,329950.0,98155
5477,4,2450,836000.0,98007
5478,5,2260,365000.0,98038
5479,2,1060,111300.0,98002
5480,4,3720,864000.0,98053
5481,3,1610,725000.0,98033
5482,4,3350,550000.0,98011
5483,2,790,130000.0,98198
5484,2,1660,765000.0,98112
5485,3,1420,255000.0,98058
5486,3,2050,439500.0,98027
5487,3,1250,268000.0,98055
5488,3,1700,985000.0,98004
5489,4,2660,751305.0,98006
5490,3,1350,280000.0,98118
5491,4,1810,304000.0,98058
5492,4,2210,200000.0,98003
5493,3,2120,325000.0,98092
5494,3,2470,736000.0,98052
5495,4,2700,426500.0,98058
5496,2,1760,640000.0,98103
5497,5,1930,230000.0,98146
5498,4,1680,366350.0,98118
5499,2,1390,365000.0,98166
5500,4,2240,482000.0,98034
5501,4,1980,345000.0,98058
5502,3,1830,682000.0,98122
5503,3,980,657500.0,98033
5504,6,3550,895000.0,98144
5505,3,1660,425000.0,98118
5506,4,2490,532500.0,98008
5507,4,2329,540000.0,98011
